id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6216318,"Cozy room in a fun, low-key neighb!",16970067,Jesse,Brooklyn,Williamsburg,40.7137,-73.94214,Private room,105,14,0,,,1,0
6220699,Amazing Airy Hs w Old World Details,770004,Milyoung,Brooklyn,Clinton Hill,40.68346,-73.96264,Entire home/apt,350,1,2,2015-08-17,0.04,1,0
6221877,Brooklyn Zen Gem w/Personal Balcony,31675601,Sophie,Brooklyn,Bay Ridge,40.62672,-74.02802,Private room,65,30,56,2018-09-02,1.14,4,208
6225501,1-bedroom in heart of Williamsburg!,150832,Katie,Brooklyn,Williamsburg,40.71479,-73.96048,Entire home/apt,150,4,95,2018-03-08,1.88,1,0
6225974,Central Williamsburg Room,909577,Jaclyn,Brooklyn,Williamsburg,40.714,-73.96253,Private room,71,2,162,2019-07-03,3.18,3,332
6227341,Cozy & Convenient Room in Bed-Stuy,26595479,Emily,Brooklyn,Bedford-Stuyvesant,40.67998,-73.9452,Private room,45,1,0,,,1,0
6227680,"Amazing 2 Bedroom Bklyn apt, near SUNY Downstate!",23548583,Shari,Brooklyn,East Flatbush,40.65336,-73.94345,Entire home/apt,109,30,23,2018-10-27,0.46,2,188
6227871,You have chosen...wisely!,36119,Seth,Brooklyn,Clinton Hill,40.68465,-73.96051,Entire home/apt,95,14,3,2016-07-19,0.08,1,0
6228461,Brooklyn Zen Gem Serenity Bedroom,31675601,Sophie,Brooklyn,Bay Ridge,40.62674,-74.02996,Private room,65,30,67,2019-05-19,1.31,4,252
6233779,Cozy South Williamsburg Bedroom off Bedford Ave!,32345728,Michael,Brooklyn,Williamsburg,40.70834,-73.96646,Private room,60,2,0,,,1,339
6237065,NEW YORK CITY WITH AN OCEAN BREEZE,32365131,Sawyer,Brooklyn,Brighton Beach,40.58148,-73.96696,Private room,129,3,0,,,1,365
6237443,"Large  Room in Spacious Flat , Central  Location",32305413,Laurence,Brooklyn,Prospect Heights,40.67554,-73.96835,Private room,85,1,156,2019-06-24,3.11,1,150
6237974,Brownstone! Entire Garden Apt w/ Private Entrance!,25689357,Peter,Brooklyn,Bedford-Stuyvesant,40.682,-73.92246,Entire home/apt,125,3,165,2019-07-01,3.27,1,249
6239508,Brooklyn New York City - JFK/LGA,32384960,Saf,Brooklyn,Cypress Hills,40.68465,-73.8684,Entire home/apt,130,1,94,2019-06-23,1.92,1,0
6239643,"Marilyn's Home Stay 1, Brooklyn, NY",23290881,Marilyn,Brooklyn,Flatbush,40.64943,-73.96245,Private room,70,3,121,2019-07-01,2.63,1,341
6242355,Great Loft in Williamsburg-Brooklyn,32405588,Marco,Brooklyn,Williamsburg,40.71046,-73.96054,Entire home/apt,184,10,1,2016-08-06,0.03,2,6
6242600,Double Bed In a Central Location,32406934,Alleyne,Brooklyn,Bedford-Stuyvesant,40.67986,-73.94259,Private room,180,2,9,2018-03-19,0.36,1,364
6243991,Quiet Park Slope Apartment,1892681,Richard,Brooklyn,South Slope,40.66586,-73.97948,Entire home/apt,100,1,183,2019-06-28,5.17,1,1
6244461,Bright studio in the heart of Brooklyn,7290581,Juliana,Brooklyn,Prospect Heights,40.67847,-73.96694,Entire home/apt,150,2,2,2017-01-14,0.06,1,0
6245521,Ensuite Redroom,9922972,Memo & Iso,Brooklyn,Bedford-Stuyvesant,40.68403,-73.93641,Private room,35,1,162,2019-06-20,3.20,5,162
6245792,Orange Room,9922972,Memo & Iso,Brooklyn,Bedford-Stuyvesant,40.68549,-73.93532,Private room,30,1,163,2019-06-18,3.21,5,134
6246010,Skyview Private Small Room,9922972,Memo & Iso,Brooklyn,Bedford-Stuyvesant,40.68517,-73.9369,Private room,30,1,170,2019-06-23,3.34,5,165
6246681,Sun-Drenched Williamsburg Apartment,27428499,Allyssa,Brooklyn,Williamsburg,40.71475,-73.93782,Entire home/apt,190,2,1,2015-09-28,0.02,1,0
6247466,Comfy Room in E Williamsburg Loft,4336757,Geoff,Brooklyn,Williamsburg,40.71905,-73.93905,Private room,55,3,4,2015-08-26,0.08,1,0
6249740,"Brooklyn Brownstone, 3-Bdr & Garden",6493905,Christine,Brooklyn,Bedford-Stuyvesant,40.68537,-73.95402,Entire home/apt,199,3,10,2018-11-24,0.20,1,0
6252815,Park Slope Garden Level Studio,32479008,Christiana,Brooklyn,Park Slope,40.66936,-73.98116,Entire home/apt,150,7,47,2019-06-23,0.96,1,291
6253399,A Perfect Stay,32482524,Gomez,Brooklyn,Williamsburg,40.71494,-73.95472,Private room,115,3,40,2019-06-30,2.80,1,18
6255597,FT Greene - Oversized Parlor,11189753,Sj,Brooklyn,Fort Greene,40.68698,-73.97097,Entire home/apt,165,6,30,2019-06-21,0.59,4,0
6257586,Skylight on Hart,11757212,Jasmine,Brooklyn,Bushwick,40.69755,-73.92748,Private room,49,1,170,2019-06-22,3.36,4,356
6257715,Sunny top floor of a brownstone,1856829,Annie,Brooklyn,Fort Greene,40.68559,-73.96932,Entire home/apt,100,2,1,2015-05-10,0.02,1,0
6258983,"Large Bedroom, Lovely Backyard & Separate WC",32517582,Elissa,Brooklyn,Bedford-Stuyvesant,40.68323,-73.95642,Private room,94,1,46,2019-06-09,1.81,1,72
6259989,Large room in Prospect Heights,11131161,Tina,Brooklyn,Crown Heights,40.67822,-73.96069,Private room,60,7,0,,,1,0
6261696,Private Room in E. Williamsburg,1197823,Elliott,Brooklyn,Williamsburg,40.70839,-73.94538,Private room,119,3,126,2018-01-27,2.49,2,0
6261890,Williamsburg Penthouse with Stunning Views,32537024,Steve,Brooklyn,Williamsburg,40.71234,-73.94085,Entire home/apt,100,30,63,2018-09-12,1.25,1,321
6263101,Williamsburg Loft w/ Amazing Roof,7322303,Matt,Brooklyn,Williamsburg,40.71335,-73.95789,Private room,75,45,0,,,1,92
6269439,"Spacious&Pretty, heart of Brooklyn",32800,Naama,Brooklyn,Bedford-Stuyvesant,40.68739,-73.94859,Entire home/apt,85,10,4,2018-11-06,0.08,1,0
6269517,Tailored Studio in Williamsburg BK,9524360,Michael,Brooklyn,Williamsburg,40.7137,-73.93734,Entire home/apt,150,3,139,2019-06-27,2.74,2,238
6269808,Bright 3 bd/ 2 bath on the park.,233161,Mac,Brooklyn,Windsor Terrace,40.65246,-73.97369,Entire home/apt,150,6,0,,,1,0
6272125,NY Executive Apartment,3773133,Daniel,Brooklyn,Williamsburg,40.7207,-73.96217,Private room,380,1,1,2015-05-07,0.02,1,0
6272181,Room available in a 3 bdrm apt!,32596841,Katie,Brooklyn,Crown Heights,40.67905,-73.95612,Private room,75,1,0,,,2,0
6274181,"Large, Bright & Airy 2BR Loft in ❤️of Williamsburg",32608639,Randall,Brooklyn,Williamsburg,40.71544,-73.95552,Entire home/apt,225,3,24,2019-05-27,0.47,1,17
6278513,Little Brownstone,29111260,Kham,Brooklyn,Bedford-Stuyvesant,40.69148,-73.9388,Private room,55,1,2,2016-06-17,0.05,1,0
6283933,Large room w its own bathroom (& bath),41612,Toni,Brooklyn,Carroll Gardens,40.67678,-73.99708,Private room,45,2,0,,,1,0
6285844,2BR. Brooklyn Loft,8726203,Mario,Brooklyn,Bushwick,40.70451,-73.92685,Entire home/apt,145,3,99,2019-07-05,1.97,1,327
6286253,SunLit Room in Hip Neighborhood,32678605,Rebekah,Brooklyn,Bushwick,40.69756,-73.92209,Private room,100,1,0,,,1,0
6286307,Terrific Location in Prospect Heights,1771148,Alex & Laura,Brooklyn,Crown Heights,40.67809,-73.95903,Private room,62,4,12,2016-09-02,0.24,1,0
6290301,Brooklyn Modern Spacious Studio,32142173,Yury,Brooklyn,Sheepshead Bay,40.58662,-73.94263,Entire home/apt,83,3,29,2017-10-23,0.58,1,227
6290988,The Heart of Fort Greene,612221,Yvette,Brooklyn,Fort Greene,40.68648,-73.97525,Entire home/apt,120,1,7,2016-05-22,0.17,1,239
6291371,Brooklyn Zen Gem Restful Retreat,31675601,Sophie,Brooklyn,Bay Ridge,40.62449,-74.02977,Private room,65,30,57,2019-05-02,1.13,4,307
6291454,Spacious & Sunny Williamsburg Apt,20565470,Branden,Brooklyn,Williamsburg,40.71859,-73.95598,Entire home/apt,140,3,2,2015-06-18,0.04,1,0
6291568,2 Bedroom in Wburg w/ living room,987621,Tommy,Brooklyn,Williamsburg,40.70792,-73.94274,Private room,80,1,2,2015-05-25,0.04,1,0
6292309,Cozy studio apartment,931790,Rebekah & Jason,Brooklyn,Kensington,40.63822,-73.97123,Entire home/apt,75,1,0,,,1,0
6292828,Beautiful room in Williamsburg!,28980092,Meghan,Brooklyn,Williamsburg,40.71075,-73.95168,Private room,110,1,0,,,1,0
6292866,Modern Quiet Gem Near All,32722063,,Brooklyn,East Flatbush,40.65263,-73.93215,Entire home/apt,85,2,182,2019-06-19,3.59,2,318
6297266,Cozy Family Home. Two Floors,32745492,Tami,Brooklyn,Sunset Park,40.66066,-73.99257,Entire home/apt,100,10,5,2017-04-23,0.10,1,0
6300353,Lovely private space! 15min > city!,29854689,Danielle,Brooklyn,Bushwick,40.69793,-73.92775,Private room,65,2,17,2019-06-16,0.45,1,30
6300424,Sunny Room! Block From park! SwEeT!,19575935,Dov,Brooklyn,Greenpoint,40.72469,-73.95099,Private room,80,1,2,2016-04-03,0.05,1,0
6302159,King Loft Bed in Bushwick Loft,20451969,Grace,Brooklyn,Bushwick,40.69985,-73.94001,Private room,46,4,0,,,1,0
6302460,Private Bedroom and Office,21211868,Cliff,Brooklyn,Bedford-Stuyvesant,40.68728,-73.94104,Private room,55,5,1,2015-06-21,0.02,1,0
6303109,COBBLE HILL SUMMER HAVEN,32778868,Jacqueline Mia,Brooklyn,Cobble Hill,40.68749,-73.99899,Entire home/apt,100,60,2,2017-05-25,0.04,1,0
6303611,Spacious 2 Bd & 2 bath Apartment,6283678,Duncan,Brooklyn,Greenpoint,40.72666,-73.94819,Entire home/apt,165,17,0,,,1,0
6303845,Luminous Modern Apt Share for Young Professionals,2822805,Ollie,Brooklyn,Bedford-Stuyvesant,40.68634,-73.95112,Private room,60,30,26,2019-06-06,0.52,8,236
6304002,Luminous Modern Apt Share for Young Professionals,2822805,Ollie,Brooklyn,Bedford-Stuyvesant,40.68563,-73.94953,Private room,60,30,23,2019-03-29,0.48,8,244
6304307,Charming 1BR Apt in Williamsburg!,10384362,Michael,Brooklyn,Williamsburg,40.716,-73.94666,Entire home/apt,140,2,7,2017-05-27,0.14,1,0
6304803,Bright and airy Brooklyn townhouse,1528333,Jon,Brooklyn,Clinton Hill,40.69322,-73.96554,Entire home/apt,300,2,1,2016-05-07,0.03,1,0
6304928,Huge Backyard  - Williamsburg Loft,886705,Nicholas,Brooklyn,Williamsburg,40.71749,-73.96525,Entire home/apt,249,2,4,2015-06-22,0.08,1,0
6305027,Beautiful Boerum Hill 2 Bedroom,309393,Thomas,Brooklyn,Boerum Hill,40.68492,-73.97913,Entire home/apt,175,30,1,2015-08-31,0.02,1,45
6305553,BK Room Available 5/17-5/24,32798845,Justin,Brooklyn,Kensington,40.64345,-73.98258,Private room,35,1,0,,,1,0
6309328,BBoho Room in Williamsburg/Bushwick,30494262,Sanam,Brooklyn,Bushwick,40.70227,-73.92926,Private room,55,2,4,2016-05-18,0.08,1,0
6311716,1 Bedroom Greenpoint Close To All,32826638,Nadia,Brooklyn,Greenpoint,40.73284,-73.95822,Entire home/apt,135,3,2,2015-08-14,0.04,1,0
6315050,Great Private Room in Bedstuy,6844007,Alicia,Brooklyn,Bedford-Stuyvesant,40.69053,-73.95466,Private room,65,3,0,,,1,0
6315659,GORGEOUS BEDROOM IN VICTORIAN HOME W/PRIVATE BATH,3249903,Kamilya,Brooklyn,Flatbush,40.63598,-73.95611,Private room,129,3,12,2018-12-15,0.26,3,75
6316005,well designed apt with yard!,656798,Manny,Brooklyn,Bedford-Stuyvesant,40.68068,-73.92874,Entire home/apt,280,3,152,2019-06-24,3.01,1,274
6316121,"Cozy, quiet and comfortable 1BR",13451939,Dana,Brooklyn,Bedford-Stuyvesant,40.68321,-73.93666,Entire home/apt,132,3,120,2019-07-06,2.37,2,214
6316666,Sunny private room in Park Slope,1231888,Alejandra,Brooklyn,Park Slope,40.67173,-73.97724,Private room,70,1,1,2015-07-01,0.02,1,0
6316786,Cozy Room in Super Convenient Area,32865595,Sho-Boo Of Sho-Boo Suite,Brooklyn,Prospect-Lefferts Gardens,40.66083,-73.96247,Private room,52,1,26,2018-07-31,0.52,3,332
6321475,a Peace House and free parking,28722667,Qudsia,Brooklyn,Flatlands,40.62536,-73.929,Private room,148,1,8,2019-06-30,0.16,3,365
6324190,1 Bedroom in Giant Bushwick House,4157362,Casey,Brooklyn,Bedford-Stuyvesant,40.69564,-73.93335,Private room,35,10,0,,,1,0
6325210,Elegant Master Suite NYC Brownstone,3471761,Kevin & Yuan,Brooklyn,Bedford-Stuyvesant,40.68608,-73.92347,Entire home/apt,109,5,2,2016-06-04,0.04,2,0
6326345,Comfortable private room Brooklyn,23589288,Fabian,Brooklyn,Bedford-Stuyvesant,40.68851,-73.9574,Private room,60,3,9,2017-01-16,0.18,1,0
6326865,Best of Carroll Gardens,29594719,Beth,Brooklyn,Carroll Gardens,40.6795,-73.99468,Entire home/apt,445,5,1,2015-06-27,0.02,1,0
6327222,Ensuite Turquoise Room,9922972,Memo & Iso,Brooklyn,Bedford-Stuyvesant,40.68497,-73.93669,Private room,35,1,174,2019-06-09,3.45,5,153
6331598,Stylish Apt in the Heart of BedStuy,32958503,Shatia,Brooklyn,Bedford-Stuyvesant,40.686,-73.93793,Entire home/apt,90,1,2,2016-09-21,0.04,1,0
6332130,Lefferts Apt in Brownstone @ Park,21725994,Tim,Brooklyn,Prospect-Lefferts Gardens,40.65597,-73.95807,Entire home/apt,95,2,77,2019-06-18,1.61,2,83
6333850,Nice Cozy Space,11127879,Roger,Brooklyn,Crown Heights,40.6726,-73.92859,Private room,120,1,0,,,2,177
6334236,Brooklyn Tranquil Artist Space,32901759,Danielle,Brooklyn,Crown Heights,40.6756,-73.92305,Entire home/apt,104,3,60,2019-05-24,1.20,1,320
6334292,Charming and Sunny Central Brooklyn,139311,Michael,Brooklyn,Boerum Hill,40.68363,-73.98011,Entire home/apt,150,2,63,2018-11-03,1.26,1,0
6334492,Spacious PRIVATE Room on Brighton Beach,27295569,Michael,Brooklyn,Brighton Beach,40.57679,-73.96016,Private room,75,1,127,2019-06-30,2.54,2,247
6336738,Bklyn Brownstone 2Bedroom Apartment w/Office Space,32992675,Hollie,Brooklyn,Bedford-Stuyvesant,40.68351,-73.93224,Entire home/apt,125,3,90,2019-06-23,1.88,1,155
6336834,SPACIOUS WILLIAMSBURG DESTINATION,32991339,Eric,Brooklyn,Williamsburg,40.70841,-73.95497,Private room,84,2,190,2019-06-16,3.82,2,254
6343619,Room in Historical Crown Heights,33037772,Acadia,Brooklyn,Crown Heights,40.66756,-73.95187,Private room,55,1,5,2015-08-26,0.10,1,0
6343641,Private Room Right by Subway to Manhattan *alt*,32865595,Sho-Boo Of Sho-Boo Suite,Brooklyn,Prospect-Lefferts Gardens,40.66117,-73.96083,Private room,62,1,54,2017-10-25,1.10,3,343
6343837,Central Fort Greene Apt w deck,32849197,Kate,Brooklyn,Fort Greene,40.68673,-73.97318,Entire home/apt,100,1,0,,,1,0
6344926,Brooklyn private room,14898658,Chadanut,Brooklyn,Kensington,40.64423,-73.98224,Private room,40,30,43,2019-01-08,0.87,11,99
6344936,Modern 2-bedroom Loft in Greenpoint,9680171,Tracy,Brooklyn,Greenpoint,40.73148,-73.95929,Entire home/apt,350,3,1,2015-08-17,0.02,1,0
6345234,Brownstone in Clinton Hill,2427529,Drew,Brooklyn,Clinton Hill,40.68409,-73.96264,Private room,75,1,0,,,1,0
6348548,Family Friendly Getaway,33070890,Susan,Brooklyn,Flatbush,40.63025,-73.96555,Entire home/apt,100,28,0,,,1,4
6355217,Cozy Brooklyn Studio with Parking,33108060,Shay,Brooklyn,Flatlands,40.62276,-73.93289,Entire home/apt,65,14,1,2015-08-01,0.02,1,0
6356070,Ocean Hill - Beautiful 3 Bedroom,20320155,Alex & Family,Brooklyn,Bedford-Stuyvesant,40.68063,-73.91156,Entire home/apt,185,1,69,2019-06-16,1.40,1,309
6356359,Gorgeous home steps from the park!,31600563,Beatrice,Brooklyn,Park Slope,40.67194,-73.97247,Entire home/apt,152,3,1,2015-06-02,0.02,1,0
6357058,Chambre disponnible,23975421,Marine,Brooklyn,Bedford-Stuyvesant,40.69381,-73.94948,Private room,100,1,0,,,1,0
6358723,2 Bedroom Duplex,33125859,Sylvia,Brooklyn,Prospect Heights,40.67758,-73.97239,Entire home/apt,145,3,18,2019-06-25,0.37,1,0
6360224,"Sunny, Private room in Bushwick",33134899,,Brooklyn,Bushwick,40.70146,-73.92792,Private room,37,1,1,2015-07-01,0.02,1,0
6361102,Cozy Artist Bedroom — Only a 3 Min Walk to Subway!,16139880,Ksenia & Masha,Brooklyn,Bedford-Stuyvesant,40.67682,-73.91597,Private room,50,3,102,2019-06-23,2.02,6,364
6362227,"Cozy room with beautiful yard and huge, soft bed",28645487,Ilana,Brooklyn,Bushwick,40.6952,-73.92396,Private room,50,4,11,2018-09-23,0.48,1,0
6362662,Private room 3min from Bedford stop,33149697,Signe,Brooklyn,Williamsburg,40.72026,-73.96111,Private room,65,1,0,,,1,0
6364807,Your home away from home,33166971,Miriam,Brooklyn,Bushwick,40.6861,-73.91241,Private room,60,2,70,2019-07-01,1.39,2,70
6373582,Gowanus Brooklyn Bed,33213436,Alec,Brooklyn,Gowanus,40.67883,-73.98407,Private room,129,1,116,2019-06-24,2.38,8,236
6375124,Park Slope -Sunny 3BR duplex,738918,Birgitta,Brooklyn,Park Slope,40.67619,-73.97726,Entire home/apt,276,3,19,2019-07-02,0.38,2,78
6377624,Duplex garden brownstone apt,25472836,Maeva & Aaron,Brooklyn,Clinton Hill,40.68672,-73.96376,Entire home/apt,145,2,2,2016-08-10,0.06,1,0
6377669,"""Your home away from home #2",33166971,Miriam,Brooklyn,Bushwick,40.68541,-73.91211,Private room,53,2,56,2019-06-01,1.12,2,81
6380118,Brooklyn artist apartment,6645134,May,Brooklyn,Bushwick,40.70104,-73.91813,Private room,42,3,5,2017-08-20,0.10,1,298
6384275,GARDEN OASIS CLINTON HILL BROWNSTON,252121,Emiliano,Brooklyn,Clinton Hill,40.68374,-73.96452,Entire home/apt,130,3,97,2019-06-17,1.95,1,348
6384560,Sublet in Furnished Master Bedroom,4233168,Kim,Brooklyn,Prospect-Lefferts Gardens,40.65628,-73.95753,Private room,75,1,1,2015-07-10,0.02,1,0
6384622,Sunny room right by park!,31752474,Tine,Brooklyn,Prospect-Lefferts Gardens,40.6608,-73.96197,Private room,45,14,9,2017-04-06,0.19,2,0
6385039,Historic room in renovated brownstone,2881,Loli,Brooklyn,Bedford-Stuyvesant,40.68473,-73.946,Private room,52,2,110,2019-07-01,2.63,2,220
6385547,3 Bedroom Greenpoint Townhouse,834483,Dorothy,Brooklyn,Greenpoint,40.72833,-73.94781,Entire home/apt,350,3,15,2015-09-14,0.30,1,0
6387739,"Room in Bushwick, Brooklyn",33297467,Camilla,Brooklyn,Bushwick,40.70104,-73.92278,Private room,39,4,4,2018-12-17,0.13,1,0
6390092,Desirable apt. in prime location,33159253,Julianne,Brooklyn,Williamsburg,40.71999,-73.94551,Entire home/apt,125,1,1,2015-05-29,0.02,1,0
6390777,Bkln (Vinegar Hill) duplex w/garden,33317997,Anna,Brooklyn,Vinegar Hill,40.70098,-73.98211,Entire home/apt,375,14,0,,,1,0
6391062,"Cozy, artistic room in Brooklyn Apt",5972246,Elle,Brooklyn,Bedford-Stuyvesant,40.68217,-73.9534,Private room,45,3,3,2018-01-07,0.06,1,0
6391465,Room in Condo,33323743,Coral,Brooklyn,Crown Heights,40.67371,-73.92743,Private room,75,1,5,2019-01-01,0.55,1,65
6397963,Room in BushBurg Apt w/ Rooftop,21894410,Jordan,Brooklyn,Williamsburg,40.70125,-73.94061,Private room,95,1,3,2016-03-28,0.06,1,0
6400055,Private bedroom in two bedroom APT,1535739,Ron,Brooklyn,Williamsburg,40.70956,-73.95328,Private room,45,31,3,2018-08-05,0.06,1,0
6400170,Fantastic Cozy Stay-NYC. 4B,24833181,Andres,Brooklyn,Bedford-Stuyvesant,40.69385,-73.9481,Entire home/apt,80,1,93,2019-06-29,2.00,2,0
6400649,Cosy Bedroom in typical brownstone,11731168,Candice,Brooklyn,Boerum Hill,40.68848,-73.99009,Private room,65,2,6,2016-07-06,0.13,1,0
6401500,"Wburg Penthouse, Private elevator, balcony, roof",5463220,Nick And Jade,Brooklyn,Williamsburg,40.71258,-73.95556,Entire home/apt,201,2,175,2019-07-01,3.53,1,68
6401592,Brooklyn Summer,10645724,Daliso,Brooklyn,Crown Heights,40.67704,-73.93955,Private room,55,7,0,,,1,0
6402424,Bright Private Room in Williamsburg!,7256646,Surabhi,Brooklyn,Williamsburg,40.70609,-73.95332,Private room,120,1,3,2016-06-26,0.08,1,0
6403755,Entire Williamsburg Music Lovers Palace―1 Blk to L,33396510,Christopher,Brooklyn,Williamsburg,40.70745,-73.94223,Entire home/apt,59,7,9,2019-06-12,0.19,1,0
6403795,Twin Loft Nook in Brooklyn,21090508,Jarad,Brooklyn,Bushwick,40.69914,-73.93591,Shared room,44,5,27,2018-08-14,0.54,2,0
6404584,Tree-lined block+Roof+private rooms,33403059,Joshua,Brooklyn,Crown Heights,40.67725,-73.95994,Private room,79,5,3,2015-10-16,0.06,3,0
6405859,Eclectic Williamsburg Townhouse,10396710,Robbie,Brooklyn,Williamsburg,40.70933,-73.95577,Private room,56,3,2,2016-06-13,0.04,1,0
6410511,"Big space, great price, a home by Mnhn, best in BK",10136764,Michael,Brooklyn,Crown Heights,40.67766,-73.93934,Entire home/apt,119,4,91,2019-06-21,1.81,1,316
6410924,Quiet Bedroom in Large Charming Apt,1503493,Phi Lee,Brooklyn,Prospect-Lefferts Gardens,40.65901,-73.96045,Private room,55,3,0,,,1,0
6416714,1 private bedroom in Williamsburg,24448775,Mo,Brooklyn,Williamsburg,40.70883,-73.94068,Private room,85,4,4,2015-09-19,0.08,1,0
6420850,Great sunny room in a fun house,2216353,Kat,Brooklyn,Bedford-Stuyvesant,40.69435,-73.93294,Private room,100,1,1,2015-06-09,0.02,1,0
6421011,"Cozy ""Jr."" 1B, historic brownstone",33499491,Seth,Brooklyn,Crown Heights,40.67699,-73.95179,Entire home/apt,110,1,5,2016-01-01,0.10,1,0
6421799,relaxed and simple in Williamsburg,3011903,Matthew,Brooklyn,Williamsburg,40.7105,-73.9451,Private room,99,4,58,2019-05-27,1.25,1,307
6422875,Brooklyn Creative Snooze Factory,33510832,Benjamin,Brooklyn,Bedford-Stuyvesant,40.69271,-73.94353,Private room,70,1,397,2019-06-28,7.97,2,35
6423589,Lofted bedroom in large loft space full of plants,6767463,Tim,Brooklyn,Bushwick,40.70746,-73.92054,Private room,150,30,10,2017-02-28,0.20,1,0
6424227,Bright and Sunny Apartment DUMBO,6969910,Ben,Brooklyn,DUMBO,40.70372,-73.9899,Entire home/apt,150,7,0,,,1,0
6424961,"Skylighted Floor, All Yours, 23 Mins to Manhattan",30641136,Michael,Brooklyn,Bedford-Stuyvesant,40.6833,-73.95162,Entire home/apt,86,30,10,2019-05-31,0.33,1,302
6426032,Beautiful Apartment in Williamsburg,33533091,Maeve,Brooklyn,Williamsburg,40.70885,-73.94927,Entire home/apt,200,5,0,,,1,0
6428913,COBBLE HILL BROWNSTONE,13043852,Claire,Brooklyn,Cobble Hill,40.68477,-73.99825,Entire home/apt,400,6,5,2017-07-16,0.10,1,85
6429905,Unique Space in Red Hook,33558572,Kim,Brooklyn,Red Hook,40.67731,-74.0112,Entire home/apt,160,2,64,2019-06-16,1.27,1,341
6433445,Sunny Studio in Clinton Hill,1905361,Gillian,Brooklyn,Clinton Hill,40.68404,-73.96714,Entire home/apt,145,6,17,2019-05-30,0.34,1,15
6437014,"Family Friendly & Cozy Apt Near Subway, 1 Bedroom",17382690,Erica,Brooklyn,South Slope,40.66632,-73.99013,Entire home/apt,100,3,100,2019-06-25,1.98,1,6
6437262,"Cozy private room, close to the subway & beach",33605594,Misha,Brooklyn,Sheepshead Bay,40.59225,-73.95026,Private room,75,1,8,2019-05-15,0.26,1,311
6437347,Cosy Williamsburg,7108862,Estelle,Brooklyn,Williamsburg,40.7103,-73.96622,Private room,75,4,2,2015-06-13,0.04,1,0
6438254,Charming Brooklyn 1BD+Den,33611370,Christopher,Brooklyn,Carroll Gardens,40.68303,-73.99686,Entire home/apt,125,14,2,2015-10-26,0.04,1,0
6438456,"Private! entire studio, own entrance, private bath",33614329,Walter,Brooklyn,Bushwick,40.69528,-73.93079,Entire home/apt,85,1,208,2019-07-06,4.14,4,197
6445126,Williamsburg 2 Bedroom,32850071,Mary Kate,Brooklyn,Williamsburg,40.71411,-73.95771,Entire home/apt,150,2,1,2015-05-25,0.02,1,0
6445173,Luxury Williamsburg Duplex w/ Yard!,5622480,Gigi,Brooklyn,Williamsburg,40.71106,-73.94918,Entire home/apt,250,2,176,2019-06-23,3.51,1,275
6445656,Big Room in Heart of Williamsburg,13873277,Elan,Brooklyn,Williamsburg,40.71599,-73.95539,Private room,100,28,0,,,1,0
6447136,Magical Oasis in Bushwick! 20 min to City,33648474,Leah,Brooklyn,Bushwick,40.6971,-73.92046,Entire home/apt,120,2,56,2019-07-04,1.11,1,314
6450118,Sunny Spacious Room/Friendly Rates,9522524,Nancy,Brooklyn,Canarsie,40.64548,-73.8949,Private room,37,5,72,2019-05-28,1.43,5,322
6450240,Brooklyn Cute Room + Private Bath!,4498389,Zuzi,Brooklyn,Clinton Hill,40.68384,-73.96042,Private room,70,1,4,2015-10-26,0.08,1,0
6450252,Large Sunny Room in Williamsburg,640117,Simon,Brooklyn,Williamsburg,40.71339,-73.95546,Private room,88,4,7,2015-11-14,0.14,5,0
6450408,3 Bedroom Apt in Williamsburg w Private Rooftop,640117,Simon,Brooklyn,Williamsburg,40.71408,-73.95708,Entire home/apt,320,4,56,2019-06-23,1.13,5,141
6451892,Spacious room is Park Slope,20192028,Alexander,Brooklyn,Gowanus,40.66683,-73.99308,Private room,55,1,1,2015-06-16,0.02,1,0
6452027,Spacious South Williamsburg Apartment,1471506,Ryan,Brooklyn,Williamsburg,40.70798,-73.95095,Private room,115,3,0,,,1,0
6452764,Spacious One Bedroom Apartment,33695968,R.J.,Brooklyn,Prospect-Lefferts Gardens,40.66102,-73.96224,Entire home/apt,74,2,0,,,1,0
6452788,Huge Bright Room in Williamsburg,28000421,Luca,Brooklyn,Williamsburg,40.71532,-73.9442,Private room,100,1,0,,,2,0
6457121,Bright Nordic Serenity in Brooklyn,33721278,Margrethe,Brooklyn,Midwood,40.61839,-73.95762,Private room,70,1,0,,,1,0
6457367,Studio Apt With Backyard,33722691,Danny And June,Brooklyn,Clinton Hill,40.69298,-73.96851,Entire home/apt,110,1,179,2019-06-15,3.56,2,118
6458979,Beautiful Condo w/ Private Rooftop,26408268,Neil,Brooklyn,Williamsburg,40.71161,-73.95957,Entire home/apt,395,4,9,2019-05-12,0.25,1,10
6459617,Prime Williamsburg LOFT next to Bedford L,1531125,Marek,Brooklyn,Williamsburg,40.71741,-73.95555,Entire home/apt,215,3,14,2018-09-28,0.33,1,0
6460353,A True Gem.,11775328,Kamilah,Brooklyn,Prospect-Lefferts Gardens,40.6566,-73.96162,Entire home/apt,150,2,17,2019-05-19,0.37,1,336
6461245,Big room with private bathroom in Bushwick,33607986,Anisia,Brooklyn,Bushwick,40.69113,-73.91501,Private room,60,4,6,2019-06-30,0.13,1,2
